id,title,text
74,Arabian Sea,"The Arabian Sea is a region of the northern Indian Ocean bounded on the northeast and east by the Indian Peninsula on the west by Somalia and the Arabian Peninsula, on the north by Pakistan and Iran and on the South by the Maldives. Historically the sea has been known by other names including the Erythraean Sea and the Persian Sea. Its total area is 3,862,000 km (1,491,000 sq mi) and its maximum depth is 4,652 metres (15,262 ft). The Gulf of Aden is in the southwest, connecting the Arabian Sea to the Red Sea through the strait of Bab - el - Mandeb, and the Gulf of Oman is in the northwest, connecting it to the Persian Gulf."
75,Geography of Saudi Arabia,"The Kingdom of Saudi Arabia is a country situated in Southwest Asia, the largest country of Arabia, bordering the Persian Gulf and the Red Sea, north of Yemen. Its extensive coastlines on the Persian Gulf and Red Sea provide great leverage on shipping (especially crude oil) through the Persian Gulf and Suez Canal. The kingdom occupies 80% of the Arabian Peninsula. Most of the country's boundaries with the United Arab Emirates (UAE), Oman, and the Republic of Yemen (formerly two separate countries: the Yemen Arab Republic or North Yemen; and the People's Democratic Republic of Yemen or South Yemen) are undefined, so the exact size of the country remains unknown. The Saudi government estimate is at 2,217,949 square kilometres, while other reputable estimates vary between 2,149,690 and 2,240,000 sq. kilometres. Less than 1% of the total area is suitable for cultivation, and in the early 1990s, population distribution varied greatly among the towns of the eastern and western coastal areas, the densely populated interior oases, and the vast, almost empty deserts."
76,Geography of Iran,"Geographically, Iran is located in West Asia and borders the Caspian Sea, Persian Gulf, and Gulf of Oman. Its mountains have helped to shape both the political and the economic history of the country for several centuries. The mountains enclose several broad basins, on which major agricultural and urban settlements are located. Until the 20th century, when major highways and railroads were constructed through the mountains to connect the population centers, these basins tended to be relatively isolated from one another."
77,Strangers No More,"Strangers No More is a 2010 short documentary film about a school in Tel Aviv, Israel, where children from 48 different countries and diverse backgrounds come together to learn. The parents of these children are among over 300,000 transnational migrant workers who have arrived in Israel—some with government authorization and others undocumented."
78,Gulf Coast Film Festival,"Established in 1999 the Gulf Coast Film Festival features independent films from local, regional and international artists in various categories ranging from short films to documentaries."
79,Yucatán Peninsula,"The Yucatán Peninsula (Spanish: Península de Yucatán), in southeastern Mexico, separates the Caribbean Sea from the Gulf of Mexico, with the northern coastline on the Yucatán Channel. The peninsula lies east of the Isthmus of Tehuantepec, a northwestern geographic partition separating the region of Central America from the rest of North America."
80,Iran,"Iran has an area of 1,648,195 km2 (636,372 sq mi). Iran lies between latitudes 24° and 40° N, and longitudes 44° and 64° E. Its borders are with Azerbaijan (611 km or 380 mi, with Azerbaijan-Naxcivan exclave, 179 km or 111 mi) and Armenia (35 km or 22 mi) to the north-west; the Caspian Sea to the north; Turkmenistan (992 km or 616 mi) to the north-east; Pakistan (909 km or 565 mi) and Afghanistan (936 km or 582 mi) to the east; Turkey (499 km or 310 mi) and Iraq (1,458 km or 906 mi) to the west; and finally the waters of the Persian Gulf and the Gulf of Oman to the south."
81,Ural State Academy of Architecture and Arts,"Urals Academy of Architecture (Ural State Academy of Visual Arts and Architecture; , often abbreviated USAAA or in Russian УрГАХА) is situated in Yekaterinburg, Russian Federation. It was founded in 1947 as a department of architecture at the Ural State Technical University. Later, in 1967, it was reorganized and became a branch of the Moscow Institute of Architecture which later became an independent school of architecture originally named Sverdlovsk Institute of Architecture."
82,Ružica Meglaj-Rimac,Ružica Meglaj-Rimac (15 February 1941 – 11 July 1996) was a former Yugoslav and Croatian basketball player born in Croatian-Slovenian family. The Ružica Meglaj-Rimac Cup is named after her.
83,Adidas Telstar 18,"The Adidas Telstar 18 was the official match ball of the 2018 FIFA World Cup, which was held in the Russian Federation. It is designed by the company Adidas, a FIFA Partner and FIFA World Cup official match ball supplier since 1970, and based on the concept of the first Adidas's World Cup match ball."
84,Holmes Summit,"Holmes Summit is a peak rising to , the highest elevation in the Read Mountains of the Shackleton Range in Antarctica. It was photographed from the air by the U.S. Navy in 1967 and was surveyed by the British Antarctic Survey in the period 1968–71. In association with the names of geologists grouped in this area, it was named by the UK Antarctic Place-Names Committee in 1971 after Professor Arthur Holmes, after whom the Holmes Hills in Palmer Land were also named."
85,History of Chelsea F.C.,"The 1963 -- 72 seasons saw Chelsea regularly challenge for honours for the first time, although they often narrowly missed out. The League Cup was won in 1965, the FA Cup in 1970 and the UEFA Cup Winners' Cup in 1971; they were also FA Cup runners - up in 1967 and League Cup runners - up in 1972. Several problems over the next decade, principally the debt burden caused by an ambitious attempt to redevelop Stamford Bridge, brought the club to the brink of extinction, before a revival under John Neal in the mid-1980s saw the club win the Second Division title and ultimately re-establish itself in the top flight."
86,Dieter Koulmann,"Dieter Koulmann (4 December 1939 – 26 July 1979) was a German footballer. He was part of the Bayern Munich team of the mid-1960s, winning the DFB-Pokal in 1966 and 1967, and the UEFA Cup Winners' Cup in 1967. He later had spells with Kickers Offenbach and MSV Duisburg."
87,José Antunes Sobrinho,"The city has a unique status in Brazil, as it is an administrative division rather than a legal municipality like other cities in Brazil. The name 'Brasília' is commonly used as a synonym for the Federal District through synecdoche; However, the Federal District is composed of 31 administrative regions, only one of which is Brasília proper, with a population of 209,926 in a 2011 survey; Demographic publications generally do not make this distinction and list the population of Brasília as synonymous with the population of the Federal District, considering the whole of it as its metropolitan area. The city was one of the main host cities of the 2014 FIFA World Cup. Additionally, Brasília hosted the 2013 FIFA Confederations Cup."
88,Norwegian Judo Federation,"The Norwegian Judo Federation ( - ""NJF"") is the national federation of judo in Norway. The chairman is Vibeke Thiblin (since 2009) and the deputy chairman is Harald Monsen. The Norwegian Judo Federation was founded in 1967."
89,Party leaders of the United States House of Representatives,"In addition, the minority leader has a number of other institutional functions. For instance, the minority leader is sometimes statutorily authorized to appoint individuals to certain federal entities; he or she and the majority leader each name three Members to serve as Private Calendar objectors; he or she is consulted with respect to reconvening the House per the usual formulation of conditional concurrent adjournment resolutions; he or she is a traditional member of the House Office Building Commission; he or she is a member of the United States Capitol Preservation Commission; and he or she may, after consultation with the Speaker, convene an early organizational party caucus or conference. Informally, the minority leader maintains ties with majority party leaders to learn about the schedule and other House matters and forges agreements or understandings with them insofar as feasible."
90,St. Louis Blues,"The team is named after the famous W.C. Handy song ``Saint Louis Blues. ''The franchise was founded in 1967 as an expansion team during the league's 1967 NHL Expansion, which expanded the league from six teams to twelve. The Blues are the oldest active NHL team never to have won the Stanley Cup, although they played in the Stanley Cup Finals three times in 1968, 1969 and 1970."
